caco3_flow_rate [kmol/hr],calciner_temp [Deg C],pellet_moisture_frac,air_mol_flow_rate [kmol/hr],RH_air,DAC_column_height [m],pellet_diameter [mm],DAC_ambient_temp [Deg C],e_voidage,sim_index,Simulation_status,Failure_reason,Heat_duty[cal/sec],Brake_power[kW],calcium_hydroxide_pellet[kmol_per_hr],SCM_conversion_fraction,Ca(OH)2_conversion,mass_flow_co2_in[kg/hr],mass_flow_co2_out[kg/hr],DAC_inlet_press[atm]
94.46140864872912,948.8477952470736,0.3760750880473155,8806.54985782941,0.3528720373150684,4.105093403265306,1.1515324353965293,25.61030118389872,0.3733375957975561,24.0,Success,,1426752.504658582,11684.7966,185.592405,0.1121242434446522,0.003504421713824272,129.933354,115.364675,2.9817505908783724
83.59740290837759,949.8350076641062,0.4375910553463208,7717.02913616058,0.4170138927972722,7.634306312387659,2.5890040258212896,25.39183003875973,0.4038549052224332,25.0,Success,,1263272.7296005941,8098.21437,168.187252,0.07166362043414318,0.0025309129834790198,129.933354,120.621859,2.214288057782111
6.905784358134527,927.7561257682391,0.2302178893448183,8151.3004300922685,0.4068961187025622,3.6418342763900986,1.0553207790232604,30.46917771577295,0.4459788508416394,26.0,Failure,"(-2147352567, 'Exception occurred.', (14, 'VASetValue (see errcode)', 'Invalid number. -NAN(INE). is not a valid real', None, 0, 0), None)",,,,,,,,
33.45416080808462,946.966944591598,0.0766450158825461,7702.539805168475,0.2211544934041646,8.401483948735759,1.0617005359710294,15.609492790211457,0.4021029553971134,27.0,Success,,504828.4908199948,13625.27,43.1885244,0.18158517440409583,0.016025127804968838,129.933354,106.339383,3.4683064443605507
79.49261799654796,932.0955723874754,0.4229940926696828,7604.0981558541025,0.4601334045356917,9.598229542983011,1.02697018701384,23.95651544553392,0.4420776206141643,28.0,Success,,1190814.690131388,13449.438,159.263826,0.28402377887009606,0.010548705200510542,129.933354,93.0291918,3.422021222204369
19.09241536536968,921.2376181086952,0.3358956887546936,7029.234599140932,0.4322432496561925,5.424034108417235,4.044756302749127,32.91503208917277,0.4400889865439694,29.0,Success,,284477.7584993678,3705.17023,36.6032325,0.019205575700393936,0.002969871847037975,129.933354,127.437909,1.4807175617495516
31.249761305572186,946.93592864704,0.2402054346639252,8642.56155669798,0.103141298525964,2.035870296262283,4.998554585922945,20.60442201171757,0.3983749995507059,30.0,Success,,471556.58579280437,1409.13432,54.699096,0.006209774765035464,0.0005866788043058428,129.933354,129.126497,1.1762355812701586
76.17649317768354,907.6703559057084,0.1002439324688014,7999.56955477981,0.4496368090357584,6.984417187394832,5.1890169889740765,35.18047488763834,0.4070569441692309,31.0,Success,,1127416.0539443863,4775.33064,104.425856,0.034457798947144645,0.001335481299663425,129.933354,125.456137,1.6402941008586474
53.83658497261074,931.7762724416598,0.0619317669552683,8127.178251151881,0.1466001150043505,4.828279983387073,4.646165568401829,33.49356400516561,0.4390927663017648,32.0,Success,,806355.4024230394,2591.59253,66.6962664,0.017154056693551988,0.0009407204645934266,129.933354,127.70447,1.3267881941571276
35.589825037612734,932.612028497776,0.298055347750729,7693.12909753713,0.3857203256666086,9.766523079705882,5.15220807786277,32.9220662142512,0.4069579273304006,33.0,Success,,533278.2009647938,5831.23286,66.2045561,0.028999759061254283,0.0024056907124130086,129.933354,126.165318,1.8094490659849296
9.803105907154968,943.9105692761144,0.4998909922792042,7476.109511980084,0.18256154380071,6.192043632438769,5.876215591179413,18.34452240517868,0.430603055231834,34.0,Failure,"(-2147352567, 'Exception occurred.', (14, 'VASetValue (see errcode)', 'Invalid number. -NAN(INE). is not a valid real', None, 0, 0), None)",,,,,,,,
90.47171629216436,922.8156655956512,0.4219921959041317,7339.460224591688,0.2353099215078434,2.4897753343855964,4.425086770780455,16.51831742168169,0.3801331422918336,35.0,Success,,1349085.4654631773,2501.02287,181.202729,0.009921348274200442,0.0003237644199816693,129.933354,128.64424,1.314795095566115
26.43126068506046,926.618949781424,0.4918982033431125,7242.667777679881,0.4246306053605326,2.0940059995203253,2.9148413947167717,23.149025329278388,0.4243913819882892,36.0,Success,,394876.4299206226,2552.55766,53.5924419,0.013652481299637071,0.0015249828738797034,129.933354,128.159441,1.3216097075452147
62.01202880773549,912.847339845238,0.4363395719243237,7727.099825912309,0.855835843179439,4.034763237300535,3.3184730008059065,43.25079796554442,0.3514582836140082,37.0,Success,,920145.8849503958,5652.54164,124.720021,0.07481932325593837,0.0035621244635519675,129.933354,120.211828,1.7799836962764513
38.35356000297447,943.7494355270292,0.2382707446844697,8905.827063929122,0.6644028894088602,9.572472318014045,3.510954200475644,29.288316840066425,0.3614894394818159,38.0,Success,,577848.0182388923,9693.4867,66.9743652,0.0860094234677572,0.006620817384192169,129.933354,118.757861,2.5355021332643592
90.57157029646471,924.8782754211924,0.1041749147897134,7055.516390630944,0.4610744496178086,6.966476990445401,4.464548887652218,24.477486730484305,0.4013091278689524,39.0,Success,,1351952.9727304878,5186.18273,125.323832,0.04616798940263831,0.0015049439262094073,129.933354,123.934592,1.7047025553637527
47.065029597826765,932.1571054406272,0.3911339121775863,7438.022347251072,0.4951579176108797,6.404756841175352,1.369207629926628,26.790784597818856,0.4040605783856065,40.0,Success,,705064.5790176516,11080.8447,93.1490544,0.13722263294141124,0.008607928803462596,129.933354,112.103557,2.840899349888191
42.57695925272787,899.4493164283416,0.3464802357059913,8884.792378149505,0.6015894981962151,4.983255904693069,2.958419166488445,33.301741978271565,0.3605965541784364,41.0,Success,,627565.3761888336,7783.27721,82.2154073,0.05540903370056427,0.0038421754118886263,129.933354,122.733872,2.1545096108157145
30.012349651669226,916.5783807795268,0.2895010482914875,7560.116109114839,0.8616143261862478,9.586986976293527,2.9482892751205414,28.473091866956608,0.3782074763421815,42.0,Success,,446154.04457316175,8459.04058,55.3939141,0.12052449951490808,0.011856229381174631,129.933354,114.273202,2.284227346279141
6.558760461181486,901.2299011685154,0.303288418040331,7518.841683847289,0.7304567842339381,6.00245970727298,4.783245016522248,29.945119017657586,0.4025041529125598,43.0,Failure,"(-2147352567, 'Exception occurred.', (14, 'VASetValue (see errcode)', 'Invalid number. -NAN(INE). is not a valid real', None, 0, 0), None)",,,,,,,,
41.02871549676032,936.7838895077084,0.1275396848756279,8975.559428859877,0.6612349618971327,6.376121839036691,1.350994118020766,19.933347588791012,0.4420911786674693,44.0,Success,,616039.4348121213,9348.48169,59.7995573,0.17771368616552669,0.012788046564809266,129.933354,106.842419,2.463376133038078
30.574069088809782,895.6572413579347,0.4939303604901386,8565.261055396597,0.814182469286928,7.646371670340946,5.578863068111096,17.83389707108225,0.3520093606001003,45.0,Success,,449795.6446726248,5856.93468,61.9960859,0.047015556901704815,0.004540039133347426,129.933354,123.824465,1.813715710605553
16.22476822472325,913.2232275604704,0.2966233092328864,7767.678603744196,0.5187649423802089,8.061640232687111,2.6242896861848752,26.23537738062287,0.4259995063787156,46.0,Success,,240791.03149224873,7440.3802,30.1427594,0.049582286842746646,0.009022342449813108,129.933354,123.490961,2.0907487739763764
